"Event","Rank","Time","Wind","Name","Nationality","Birthday","Result","City","Date","lon","lat","Altitude","Age"
"100m","186",9.89,0.4,"Usain Bolt","JAM",1986-08-21,"2rA","Stockholm",2008-07-22,18.0685808,59.3293235,FALSE,21.93
"100m","186",9.89,0,"Richard Thompson","TTO",1985-06-07,"2","Beijing",2008-08-16,116.4073963,39.9041999,FALSE,23.21
"100m","186",9.89,1.1,"Asafa Powell","JAM",1982-11-23,"1rA","Szczecin",2008-09-17,14.5528116,53.4285438,FALSE,25.84
"100m","186",9.89,0.2,"Usain Bolt","JAM",1986-08-21,"1s1","Berlin",2009-08-16,13.404954,52.5200066,FALSE,23
"100m","186",9.89,2,"Darvis Patton","USA",1977-12-04,"3","Shanghai",2009-09-20,121.473701,31.230416,FALSE,31.82
"100m","186",9.89,-0.4,"Yohan Blake","JAM",1989-12-26,"2","London",2010-08-13,-0.1277583,51.5073509,FALSE,20.64
"100m","186",9.89,2,"Steve Mullings","JAM",1982-11-29,"1","Clermont",2011-05-21,-81.7728543,28.5494447,FALSE,28.49
"100m","186",9.89,1.3,"Ngonidzashe Makusha","ZIM",1987-03-11,"1","Des Moines",2011-06-10,-93.6249593,41.5868353,FALSE,24.27
"100m","186",9.89,1.3,"Nesta Carter","JAM",1985-11-10,"2","Bruxelles",2011-09-16,4.3517103,50.8503396,FALSE,25.87
"100m","186",9.89,0.9,"Keston Bledman","TTO",1988-03-08,"1h2","Orlando",2012-05-26,-81.3792365,28.5383355,FALSE,24.23
"100m","186",9.89,1.1,"Justin Gatlin","USA",1982-02-10,"1","Des Moines",2013-06-21,-93.6249593,41.5868353,FALSE,31.38
"100m","186",9.89,1.9,"Akani Simbine","RSA",1993-09-21,"1","Székesfehérvár",2016-07-18,18.4221358,47.1860262,FALSE,22.84
"100m","186",9.89,0.2,"Justin Gatlin","USA",1982-02-10,"2","Rio de Janeiro",2016-08-14,-43.1728965,-22.9068467,FALSE,34.53
"100m","186",9.89,1.4,"Mike Rodgers","USA",1985-04-24,"1h3","Des Moines",2018-06-21,-93.6249593,41.5868353,FALSE,33.18
"100m","186",9.89,0.7,"Noah Lyles","USA",1997-07-18,"1s2","Des Moines",2018-06-22,-93.6249593,41.5868353,FALSE,20.94
"100m","211",9.9,1.9,"Leroy Burrell","USA",1967-02-21,"1","New York City",1991-06-14,-74.0059728,40.7127753,FALSE,24.33
"100m","211",9.9,0.7,"Ato Boldon","TTO",1973-12-30,"3","Atlanta",1996-07-27,-84.3879824,33.7489954,FALSE,22.59
"100m","211",9.9,0.2,"Maurice Greene","USA",1974-07-23,"1","Indianapolis",1997-06-13,-86.158068,39.768403,FALSE,22.91
"100m","211",9.9,1,"Maurice Greene","USA",1974-07-23,"1rA","Lausanne",1997-07-02,6.6322734,46.5196535,FALSE,22.96
"100m","211",9.9,0,"Ato Boldon","TTO",1973-12-30,"1","Stuttgart",1997-07-13,9.1829321,48.7758459,FALSE,23.55
"100m","211",9.9,1.3,"Maurice Greene","USA",1974-07-23,"2q1","Athínai",1997-08-02,23.7275388,37.9838096,FALSE,23.04
"100m","211",9.9,0.5,"Maurice Greene","USA",1974-07-23,"1s2","Athínai",1997-08-03,23.7275388,37.9838096,FALSE,23.05
"100m","211",9.9,0.2,"Frank Fredericks","NAM",1967-10-02,"1","Bruxelles",1997-08-22,4.3517103,50.8503396,FALSE,29.91
"100m","211",9.9,0.3,"Maurice Greene","USA",1974-07-23,"1","Stockholm",1998-08-05,18.0685808,59.3293235,FALSE,24.05
"100m","211",9.9,0.3,"Maurice Greene","USA",1974-07-23,"1h4","Eugene",2001-06-21,-123.0867536,44.0520691,FALSE,26.93
"100m","211",9.9,1.1,"Maurice Greene","USA",1974-07-23,"1rA","Lausanne",2001-07-04,6.6322734,46.5196535,FALSE,26.97
"100m","211",9.9,0.5,"Asafa Powell","JAM",1982-11-23,"1","Roma",2007-07-13,-95.9036356,36.0766378,FALSE,24.65
"100m","211",9.9,1,"Asafa Powell","JAM",1982-11-23,"1h2","Kingston",2008-06-27,-117.9269481,33.7085616,FALSE,25.61
"100m","211",9.9,-0.4,"Asafa Powell","JAM",1982-11-23,"1","Bruxelles",2009-09-04,4.3517103,50.8503396,FALSE,26.8
"100m","211",9.9,-0.2,"Asafa Powell","JAM",1982-11-23,"2","Thessaloníki",2009-09-12,22.9444191,40.6400629,FALSE,26.82
"100m","211",9.9,2,"Steve Mullings","JAM",1982-11-29,"1r1","Starkville",2011-04-16,-88.8183872,33.4503998,FALSE,28.4
"100m","211",9.9,0.6,"Asafa Powell","JAM",1982-11-23,"1s2","Kingston",2011-06-24,-117.9269481,33.7085616,FALSE,28.6
"100m","211",9.9,1,"Nesta Carter","JAM",1985-11-10,"2","Monaco",2011-07-22,7.4246158,43.7384176,FALSE,25.71
"100m","211",9.9,1.8,"Asafa Powell","JAM",1982-11-23,"1h1","Budapest",2011-07-30,19.040235,47.497912,FALSE,28.7
"100m","211",9.9,1.6,"Yohan Blake","JAM",1989-12-26,"1r4","Kingston",2012-04-14,-117.9269481,33.7085616,FALSE,22.32
"100m","211",9.9,1.3,"Justin Gatlin","USA",1982-02-10,"1","Eugene",2012-06-02,-123.0867536,44.0520691,FALSE,30.33
"100m","211",9.9,0.7,"Yohan Blake","JAM",1989-12-26,"1rA","New York City",2012-06-09,-74.0059728,40.7127753,FALSE,22.47
"100m","211",9.9,1.7,"Justin Gatlin","USA",1982-02-10,"1h5","Eugene",2012-06-23,-123.0867536,44.0520691,FALSE,30.39
"100m","211",9.9,0.4,"Nickel Ashmeade","JAM",1990-04-07,"1s2","Moskva",2013-08-11,37.6172999,55.755826,FALSE,23.36
"100m","211",9.9,-0.3,"Usain Bolt","JAM",1986-08-21,"1","Zürich",2013-08-29,8.541694,47.3768866,FALSE,27.04
"100m","211",9.9,0.6,"Mike Rodgers","USA",1985-04-24,"2","Bruxelles",2013-09-06,4.3517103,50.8503396,FALSE,28.39
"100m","211",9.9,0.7,"Asafa Powell","JAM",1982-11-23,"1r1","Rieti",2014-09-07,12.8567281,42.404509,FALSE,31.81
"100m","211",9.9,1.5,"Mike Rodgers","USA",1985-04-24,"2","Eugene",2015-05-30,-123.0867536,44.0520691,FALSE,30.12
"100m","211",9.9,1.7,"Trayvon Bromell","USA",1995-07-10,"1h1","Eugene",2015-06-10,-123.0867536,44.0520691,FALSE,19.93
"100m","211",9.9,-0.8,"Mike Rodgers","USA",1985-04-24,"2","London",2015-07-24,-0.1277583,51.5073509,FALSE,30.27
"100m","211",9.9,0.9,"Yohan Blake","JAM",1989-12-26,"1","Kingston",2017-06-23,-117.9269481,33.7085616,FALSE,27.51
"100m","211",9.9,1.1,"Ronnie Baker","USA",1993-10-15,"2","Des Moines",2018-06-22,-93.6249593,41.5868353,FALSE,24.7
"100m","211",9.9,0.2,"Ronnie Baker","USA",1993-10-15,"1hB","London",2018-07-21,-0.1277583,51.5073509,FALSE,24.78
"100m","211",9.9,0.1,"Ronnie Baker","USA",1993-10-15,"1","London",2018-07-21,-0.1277583,51.5073509,FALSE,24.78
"100m","245",9.91,1.9,"Linford Christie","GBR",1960-04-02,"1","Victoria",1994-08-23,-95.712891,37.09024,FALSE,34.41
"100m","245",9.91,1.3,"Donovan Bailey","CAN",1967-12-16,"1","Montréal",1995-07-15,-73.567256,45.5016889,FALSE,27.6
"100m","245",9.91,1.5,"Dennis Mitchell","USA",1966-02-20,"1","Milano",1996-09-07,-75.163389,39.9629406,FALSE,30.57
"100m","245",9.91,1,"Frank Fredericks","NAM",1967-10-02,"2rA","Lausanne",1997-07-02,6.6322734,46.5196535,FALSE,29.77
"100m","245",9.91,0.5,"Donovan Bailey","CAN",1967-12-16,"2s2","Athínai",1997-08-03,23.7275388,37.9838096,FALSE,29.65
"100m","245",9.91,0.2,"Donovan Bailey","CAN",1967-12-16,"2","Athínai",1997-08-03,23.7275388,37.9838096,FALSE,29.65
"100m","245",9.91,-0.2,"Maurice Greene","USA",1974-07-23,"1q5","Sevilla",1999-08-21,-5.9844589,37.3890924,FALSE,25.1
"100m","245",9.91,-0.4,"Maurice Greene","USA",1974-07-23,"1","Osaka",2000-05-13,135.5022535,34.6937249,FALSE,25.82
"100m","245",9.91,-0.3,"Maurice Greene","USA",1974-07-23,"1","Athínai",2001-06-11,23.7275388,37.9838096,FALSE,26.9
"100m","245",9.91,-0.1,"Asafa Powell","JAM",1982-11-23,"1","Kingston",2004-06-26,-117.9269481,33.7085616,FALSE,21.61
"100m","245",9.91,0,"Maurice Greene","USA",1974-07-23,"1","Sacramento",2004-07-11,-121.4943996,38.5815719,FALSE,29.99
"100m","245",9.91,-0.3,"Asafa Powell","JAM",1982-11-23,"1","London",2004-07-30,-0.1277583,51.5073509,FALSE,21.7
"100m","245",9.91,-0.6,"Asafa Powell","JAM",1982-11-23,"1","London",2006-07-28,-0.1277583,51.5073509,FALSE,23.69
"100m","245",9.91,0.9,"Leonard Scott","USA",1980-01-19,"2","Stuttgart",2006-09-09,9.1829321,48.7758459,FALSE,26.66
"100m","245",9.91,-0.5,"Derrick Atkins","BAH",1984-01-05,"2","Osaka",2007-08-26,135.5022535,34.6937249,FALSE,23.65
"100m","245",9.91,0.3,"Asafa Powell","JAM",1982-11-23,"1s2","Beijing",2008-08-16,116.4073963,39.9041999,FALSE,25.75
"100m","245",9.91,0,"Walter Dix","USA",1986-01-31,"3","Beijing",2008-08-16,116.4073963,39.9041999,FALSE,22.56
"100m","245",9.91,-0.2,"Daniel Bailey","ANT",1986-09-09,"2","Saint-Denis",2009-07-17,2.357443,48.936181,FALSE,22.87
"100m","245",9.91,-1.7,"Usain Bolt","JAM",1986-08-21,"1","London",2009-07-24,-0.1277583,51.5073509,FALSE,22.94
"100m","245",9.91,2,"Nesta Carter","JAM",1985-11-10,"4","Shanghai",2009-09-20,121.473701,31.230416,FALSE,23.88
"100m","245",9.91,-0.3,"Asafa Powell","JAM",1982-11-23,"2","Saint-Denis",2010-07-16,2.357443,48.936181,FALSE,27.66
"100m","245",9.91,0.1,"Yohan Blake","JAM",1989-12-26,"3","Bruxelles",2010-08-27,4.3517103,50.8503396,FALSE,20.68
"100m","245",9.91,0.6,"Usain Bolt","JAM",1986-08-21,"1rA","Roma",2011-05-26,-95.9036356,36.0766378,FALSE,24.78
"100m","245",9.91,-0.2,"Usain Bolt","JAM",1986-08-21,"1rA","Ostrava",2011-05-31,18.2625243,49.8209226,FALSE,24.79
"100m","245",9.91,0.4,"Asafa Powell","JAM",1982-11-23,"1","Birmingham",2011-07-10,-86.8103567,33.5185892,FALSE,28.65
"100m","245",9.91,-0.1,"Asafa Powell","JAM",1982-11-23,"2","Roma",2012-05-31,-95.9036356,36.0766378,FALSE,29.54
"100m","245",9.91,0.7,"Churandy Martina","NED",1984-07-03,"2s1","London",2012-08-05,-0.1277583,51.5073509,FALSE,28.11
"100m","245",9.91,0.1,"Justin Gatlin","USA",1982-02-10,"1","Beijing",2013-05-21,116.4073963,39.9041999,FALSE,31.3
"100m","245",9.91,1.1,"James Dasaolu","GBR",1987-09-05,"1s2","Birmingham",2013-07-13,-86.8103567,33.5185892,FALSE,25.87
"100m","245",9.91,0.4,"Justin Gatlin","USA",1982-02-10,"1rA","Roma",2014-06-05,-95.9036356,36.0766378,FALSE,32.34
"100m","245",9.91,1,"Mike Rodgers","USA",1985-04-24,"1","London",2014-07-20,-0.1277583,51.5073509,FALSE,29.26
"100m","245",9.91,1.8,"Femi Ogunode","QAT",1991-01-31,"1","Wuhan",2015-06-04,114.305539,30.592849,FALSE,24.36
"100m","245",9.91,0.9,"Nickel Ashmeade","JAM",1990-04-07,"2","Kingston",2015-06-26,-117.9269481,33.7085616,FALSE,25.24
"100m","245",9.91,0.5,"Trayvon Bromell","USA",1995-07-10,"1h4","Beijing",2015-08-22,116.4073963,39.9041999,FALSE,20.13
"100m","245",9.91,0.6,"Femi Ogunode","QAT",1991-01-31,"1r1","Gainesville",2016-04-22,-82.3248262,29.6516344,FALSE,25.24
"100m","245",9.91,0.2,"Andre De Grasse","CAN",1994-11-10,"3","Rio de Janeiro",2016-08-14,-43.1728965,-22.9068467,FALSE,21.78
"100m","245",9.91,1,"Julian Forte","JAM",1993-07-01,"1","Berlin",2017-08-27,13.404954,52.5200066,FALSE,24.17
"100m","245",9.91,0.4,"Zharnel Hughes","GBR",1995-07-13,"1","Kingston",2018-06-09,-117.9269481,33.7085616,FALSE,22.92
"100m","245",9.91,0.2,"Su Bingtian","CHN",1989-08-29,"1","Madrid",2018-06-22,-3.7037902,40.4167754,FALSE,28.83
"100m","245",9.91,0.8,"Jimmy Vicaut","FRA",1992-02-27,"2rA","Paris",2018-06-30,2.3522219,48.856614,FALSE,26.36
"100m","245",9.91,0.8,"Su Bingtian","CHN",1989-08-29,"3rA","Paris",2018-06-30,2.3522219,48.856614,FALSE,28.85
"100m","245",9.91,0.3,"Justin Gatlin","USA",1982-02-10,"1","Monaco",2019-07-12,7.4246158,43.7384176,FALSE,37.44
"100m","287",9.92,1.1,"Carl Lewis","USA",1961-07-01,"1","Seoul",1988-09-24,126.9779692,37.566535,FALSE,27.25
"100m","287",9.92,1.2,"Linford Christie","GBR",1960-04-02,"4","Tokyo",1991-08-25,-94.7054123,37.4327307,FALSE,31.42
"100m","287",9.92,0.3,"Andre Cason","USA",1969-01-20,"2","Stuttgart",1993-08-15,9.1829321,48.7758459,FALSE,24.58
"100m","287",9.92,0.8,"Ato Boldon","TTO",1973-12-30,"1","Eugene",1996-06-01,-123.0867536,44.0520691,FALSE,22.44
"100m","287",9.92,1.1,"Dennis Mitchell","USA",1966-02-20,"1","Atlanta",1996-06-15,-84.3879824,33.7489954,FALSE,30.34
"100m","287",9.92,0.8,"Jon Drummond","USA",1968-09-09,"1h3","Indianapolis",1997-06-12,-86.158068,39.768403,FALSE,28.78
"100m","287",9.92,0.2,"Tim Montgomery","USA",1975-01-28,"2","Indianapolis",1997-06-13,-86.158068,39.768403,FALSE,22.39
"100m","287",9.92,0.2,"Maurice Greene","USA",1974-07-23,"2","Bruxelles",1997-08-22,4.3517103,50.8503396,FALSE,23.1
"100m","287",9.92,0.7,"Ato Boldon","TTO",1973-12-30,"1","Monaco",1998-08-08,7.4246158,43.7384176,FALSE,24.62
"100m","287",9.92,-0.3,"Maurice Greene","USA",1974-07-23,"1rA","Lausanne",1998-08-25,6.6322734,46.5196535,FALSE,24.11
"100m","287",9.92,-0.2,"Seun Ogunkoya","NGR",1977-12-28,"2","Johannesburg",1998-09-11,28.0473051,-26.2041028,TRUE,20.72
"100m","287",9.92,1.1,"Bruny Surin","CAN",1967-07-12,"1","Nürnberg",1999-06-13,11.0766654,49.4521018,FALSE,31.94
"100m","287",9.92,1,"Tim Harden","USA",1974-01-27,"1","Luzern",1999-07-05,8.3093072,47.0501682,FALSE,25.45
"100m","287",9.92,0,"Justin Gatlin","USA",1982-02-10,"2","Sacramento",2004-07-11,-121.4943996,38.5815719,FALSE,22.43
"100m","287",9.92,0.9,"Tyson Gay","USA",1982-08-09,"3","Stuttgart",2006-09-09,9.1829321,48.7758459,FALSE,24.1
"100m","287",9.92,0.6,"Usain Bolt","JAM",1986-08-21,"1rA","Port of Spain",2008-05-17,-61.5142371,10.6495918,FALSE,21.75
"100m","287",9.92,0.1,"Usain Bolt","JAM",1986-08-21,"1q4","Beijing",2008-08-15,116.4073963,39.9041999,FALSE,22
"100m","287",9.92,0.2,"Walter Dix","USA",1986-01-31,"2rA","Lausanne",2008-09-02,6.6322734,46.5196535,FALSE,22.6
"100m","287",9.92,-0.3,"Tyson Gay","USA",1982-08-09,"1rA","Zagreb",2010-09-01,15.9819189,45.8150108,FALSE,28.08
"100m","287",9.92,1.3,"Nesta Carter","JAM",1985-11-10,"3","Eugene",2011-06-04,-123.0867536,44.0520691,FALSE,25.58
"100m","287",9.92,2,"Christophe Lemaitre","FRA",1990-06-11,"1","Albi",2011-07-29,2.1486413,43.9250853,FALSE,21.15
"100m","287",9.92,-1.4,"Yohan Blake","JAM",1989-12-26,"1","Daegu",2011-08-28,128.601445,35.8714354,FALSE,21.68
"100m","287",9.92,1.5,"Asafa Powell","JAM",1982-11-23,"1s1","Kingston",2012-06-29,-117.9269481,33.7085616,FALSE,29.62
"100m","287",9.92,0.1,"Usain Bolt","JAM",1986-08-21,"1s3","Moskva",2013-08-11,37.6172999,55.755826,FALSE,26.99
"100m","287",9.92,0,"Justin Gatlin","USA",1982-02-10,"1","Shanghai",2014-05-18,121.473701,31.230416,FALSE,32.29
"100m","287",9.92,-0.1,"Mike Rodgers","USA",1985-04-24,"2rA","Linz",2014-07-14,14.28583,48.30694,FALSE,29.24
"100m","287",9.92,1.7,"Mike Rodgers","USA",1985-04-24,"1h2","Eugene",2015-06-25,-123.0867536,44.0520691,FALSE,30.19
"100m","287",9.92,1.4,"Asafa Powell","JAM",1982-11-23,"2rA","Lausanne",2015-07-09,6.6322734,46.5196535,FALSE,32.65
"100m","287",9.92,1.4,"Tyson Gay","USA",1982-08-09,"3rA","Lausanne",2015-07-09,6.6322734,46.5196535,FALSE,32.94
"100m","287",9.92,0.7,"Jimmy Vicaut","FRA",1992-02-27,"1","Villeneuve d'Ascq",2015-07-11,3.1442651,50.6232523,FALSE,23.38
"100m","287",9.92,-1.2,"Mike Rodgers","USA",1985-04-24,"2h2","London",2015-07-24,-0.1277583,51.5073509,FALSE,30.27
"100m","287",9.92,-0.8,"Kemar Bailey-Cole","JAM",1992-01-10,"3","London",2015-07-24,-0.1277583,51.5073509,FALSE,23.55
"100m","287",9.92,0.3,"Jimmy Vicaut","FRA",1992-02-27,"1h5","Beijing",2015-08-22,116.4073963,39.9041999,FALSE,23.5
"100m","287",9.92,-0.5,"Trayvon Bromell","USA",1995-07-10,"3=","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,20.13
"100m","287",9.92,-0.5,"Andre De Grasse","CAN",1994-11-10,"3=","Beijing",2015-08-23,116.4073963,39.9041999,FALSE,20.8
"100m","287",9.92,0.9,"Jak Ali Harvey","TUR",1989-04-05,"1rA","Erzurum",2016-06-12,41.2658236,39.9054993,TRUE,27.21
"100m","287",9.92,1.9,"Asafa Powell","JAM",1982-11-23,"2","Székesfehérvár",2016-07-18,18.4221358,47.1860262,FALSE,33.67
"100m","287",9.92,0.2,"Andre De Grasse","CAN",1994-11-10,"2s2","Rio de Janeiro",2016-08-14,-43.1728965,-22.9068467,FALSE,21.78
"100m","287",9.92,1.2,"Akani Simbine","RSA",1993-09-21,"1","Preotria",2017-03-18,28.2292712,-25.7478676,TRUE,23.5
"100m","287",9.92,-0.8,"Justin Gatlin","USA",1982-02-10,"1","London",2017-08-05,-0.1277583,51.5073509,FALSE,35.51
"100m","287",9.92,1,"Mike Rodgers","USA",1985-04-24,"1","Praha",2018-06-04,14.4378005,50.0755381,FALSE,33.13
"100m","287",9.92,0.7,"Isiah Young","USA",1990-01-05,"1rA","Monteverde",2018-06-09,-87.6529833,41.8818595,FALSE,28.44
"100m","287",9.92,0.3,"Jimmy Vicaut","FRA",1992-02-27,"1","Marseille",2018-06-16,5.36978,43.296482,FALSE,26.32
"100m","287",9.92,0.4,"Mike Rodgers","USA",1985-04-24,"1rA","Bellinzona",2018-07-18,9.0244124,46.1946216,FALSE,33.25
"100m","287",9.92,0.8,"Su Bingtian","CHN",1989-08-29,"1","Jakarta",2018-08-26,106.845599,-6.2087634,FALSE,29.01
"100m","287",9.92,1.1,"Akani Simbine","RSA",1993-09-21,"1","Boston",2019-06-16,-71.0588801,42.3600825,FALSE,25.75
"100m","287",9.92,0.2,"Justin Gatlin","USA",1982-02-10,"1","Lausanne",2019-07-05,6.6322734,46.5196535,FALSE,37.42
"100m","287",9.92,0.3,"Noah Lyles","USA",1997-07-18,"2","Monaco",2019-07-12,7.4246158,43.7384176,FALSE,22
"100m","335",9.93,1.4,"Calvin Smith","USA",1961-01-08,"1","Air Force Academy",1983-07-03,-104.8613176,38.9983094,TRUE,22.5
"100m","335",9.93,1,"Carl Lewis","USA",1961-07-01,"1","Roma",1987-08-30,-95.9036356,36.0766378,FALSE,26.18
"100m","335",9.93,1.1,"Carl Lewis","USA",1961-07-01,"1r2","Zürich",1988-08-17,8.541694,47.3768866,FALSE,27.15
"100m","335",9.93,1.9,"Carl Lewis","USA",1961-07-01,"2","New York City",1991-06-14,-74.0059728,40.7127753,FALSE,29.97
"100m","335",9.93,1.3,"Carl Lewis","USA",1961-07-01,"1s1","Tokyo",1991-08-25,-94.7054123,37.4327307,FALSE,30.17
"100m","335",9.93,-0.6,"Michael Marsh","USA",1967-08-04,"1","Walnut",1992-04-18,-95.0780294,37.6014373,FALSE,24.72
"100m","335",9.93,1.3,"Ato Boldon","TTO",1973-12-30,"1r2","Walnut",1996-04-21,-95.0780294,37.6014373,FALSE,22.32
"100m","335",9.93,-0.4,"Donovan Bailey","CAN",1967-12-16,"2r1","Lausanne",1996-07-03,6.6322734,46.5196535,FALSE,28.57
"100m","335",9.93,1.1,"Frank Fredericks","NAM",1967-10-02,"1q3","Atlanta",1996-07-26,-84.3879824,33.7489954,FALSE,28.84
"100m","335",9.93,-0.6,"Ato Boldon","TTO",1973-12-30,"1s2","Atlanta",1996-07-27,-84.3879824,33.7489954,FALSE,22.59
"100m","335",9.93,0.5,"Frank Fredericks","NAM",1967-10-02,"3s2","Athínai",1997-08-03,23.7275388,37.9838096,FALSE,29.86
"100m","335",9.93,-0.4,"Frank Fredericks","NAM",1967-10-02,"2","Athínai",1998-06-17,23.7275388,37.9838096,FALSE,30.73
"100m","335",9.93,1.5,"Donovan Bailey","CAN",1967-12-16,"2","Montréal",1998-08-01,-73.567256,45.5016889,FALSE,30.65
"100m","335",9.93,0.4,"Maurice Greene","USA",1974-07-23,"2","Lausanne",1999-07-02,6.6322734,46.5196535,FALSE,24.96
"100m","335",9.93,0.3,"Maurice Greene","USA",1974-07-23,"1h4","Sacramento",2000-07-14,-121.4943996,38.5815719,FALSE,25.99
"100m","335",9.93,1.8,"Patrick Johnson","AUS",1972-09-26,"1rA","Mito",2003-05-05,-73.8496712,40.732798,FALSE,30.62
"100m","335",9.93,1.8,"Maurice Greene","USA",1974-07-23,"2","Eugene",2004-06-19,-123.0867536,44.0520691,FALSE,29.93
"100m","335",9.93,0.8,"Shawn Crawford","USA",1978-01-14,"1s2","Sacramento",2004-07-11,-121.4943996,38.5815719,FALSE,26.51
"100m","335",9.93,0,"Shawn Crawford","USA",1978-01-14,"3","Sacramento",2004-07-11,-121.4943996,38.5815719,FALSE,26.51
"100m","335",9.93,-0.5,"Asafa Powell","JAM",1982-11-23,"1rA","Zürich",2004-08-06,8.541694,47.3768866,FALSE,21.72
"100m","335",9.93,0,"Francis Obikwelu","POR",1978-11-22,"1q1","Athínai",2004-08-21,23.7275388,37.9838096,FALSE,25.76
"100m","335",9.93,-0.2,"Maurice Greene","USA",1974-07-23,"1q5","Athínai",2004-08-21,23.7275388,37.9838096,FALSE,30.1
"100m","335",9.93,1.1,"Adekotunbo Olusoji Fasuba","NGR",1984-07-09,"1h1","Ad-Dawhah",2006-05-12,51.5310398,25.2854473,FALSE,21.85
"100m","335",9.93,0,"Walter Dix","USA",1986-01-31,"1","Sacramento",2007-06-08,-121.4943996,38.5815719,FALSE,21.36
"100m","335",9.93,-0.1,"Richard Thompson","TTO",1985-06-07,"1","Auburn",2008-05-18,-85.4807825,32.6098566,FALSE,22.96
"100m","335",9.93,0.3,"Richard Thompson","TTO",1985-06-07,"2s2","Beijing",2008-08-16,116.4073963,39.9041999,FALSE,23.21
"100m","335",9.93,0,"Churandy Martina","AHO",1984-07-03,"4","Beijing",2008-08-16,116.4073963,39.9041999,FALSE,24.14
"100m","335",9.93,1.1,"Ivory Williams","USA",1985-05-02,"1r2","Réthymno",2009-07-20,24.4821552,35.3643615,FALSE,24.23
"100m","335",9.93,-0.2,"Tyson Gay","USA",1982-08-09,"1s2","Berlin",2009-08-16,13.404954,52.5200066,FALSE,27.04
"100m","335",9.93,0.9,"Daniel Bailey","ANT",1986-09-09,"4","Berlin",2009-08-16,13.404954,52.5200066,FALSE,22.95
"100m","335",9.93,0.9,"Richard Thompson","TTO",1985-06-07,"5","Berlin",2009-08-16,13.404954,52.5200066,FALSE,24.21
"100m","335",9.93,0.6,"Asafa Powell","JAM",1982-11-23,"2rA","Roma",2011-05-26,-95.9036356,36.0766378,FALSE,28.52
"100m","335",9.93,1,"Keston Bledman","TTO",1988-03-08,"1rA","Clermont",2011-06-04,-81.7728543,28.5494447,FALSE,23.25
"100m","335",9.93,0.4,"Nesta Carter","JAM",1985-11-10,"2","Birmingham",2011-07-10,-86.8103567,33.5185892,FALSE,25.68
"100m","335",9.93,0.3,"Justin Gatlin","USA",1982-02-10,"1","Daegu",2012-05-16,128.601445,35.8714354,FALSE,30.28
"100m","335",9.93,1.3,"Nickel Ashmeade","JAM",1990-04-07,"2","Eugene",2012-06-02,-123.0867536,44.0520691,FALSE,22.17
"100m","335",9.93,0.7,"Keston Bledman","TTO",1988-03-08,"2rA","New York City",2012-06-09,-74.0059728,40.7127753,FALSE,24.27
"100m","335",9.93,1.8,"Ryan Bailey","USA",1989-04-13,"3","Eugene",2012-06-24,-123.0867536,44.0520691,FALSE,23.21
"100m","335",9.93,0.7,"Ryan Bailey","USA",1989-04-13,"1rA","Stockholm",2012-08-17,18.0685808,59.3293235,FALSE,23.36
"100m","335",9.93,0.4,"Kemar Bailey-Cole","JAM",1992-01-10,"2s2","Moskva",2013-08-11,37.6172999,55.755826,FALSE,21.6
"100m","335",9.93,0.1,"Mike Rodgers","USA",1985-04-24,"2s3","Moskva",2013-08-11,37.6172999,55.755826,FALSE,28.32
"100m","335",9.93,1.8,"Kemarley Brown","JAM",1992-07-20,"1","Walnut",2014-05-17,-95.0780294,37.6014373,FALSE,21.84
"100m","335",9.93,0.1,"Tyson Gay","USA",1982-08-09,"2rA","Lausanne",2014-07-03,6.6322734,46.5196535,FALSE,31.92
"100m","335",9.93,0.6,"Mike Rodgers","USA",1985-04-24,"2","Bruxelles",2014-09-05,4.3517103,50.8503396,FALSE,29.39
"100m","335",9.93,0.4,"Femi Ogunode","QAT",1991-01-31,"1","Incheon",2014-09-28,126.7052062,37.4562557,FALSE,23.67
"100m","335",9.93,1.8,"Ryan Bailey","USA",1989-04-13,"2rA","Kingston",2015-05-09,-117.9269481,33.7085616,FALSE,26.09
"100m","335",9.93,1.7,"Clayton Vaughn","USA",1992-05-15,"1","Mobile",2015-05-10,-88.0398912,30.6953657,FALSE,23
"100m","335",9.93,2,"Marvin Bracy","USA",1993-12-15,"1","Birmingham",2015-06-07,-86.8103567,33.5185892,FALSE,21.49
"100m","335",9.93,1.4,"Femi Ogunode","QAT",1991-01-31,"1","Rieti",2015-09-13,12.8567281,42.404509,FALSE,24.63
"100m","335",9.93,1.9,"Kim Collins","SKN",1976-04-05,"1r2","Bottrop",2016-05-29,6.9446887,51.529086,FALSE,40.18
"100m","335",9.93,1,"Justin Gatlin","USA",1982-02-10,"1rA","Roma",2016-06-02,-95.9036356,36.0766378,FALSE,34.33
"100m","335",9.93,0.2,"Yohan Blake","JAM",1989-12-26,"4","Rio de Janeiro",2016-08-14,-43.1728965,-22.9068467,FALSE,26.65
"100m","335",9.93,2,"Akani Simbine","RSA",1993-09-21,"1r5","Pretoria",2017-03-04,28.2292712,-25.7478676,TRUE,23.47
"100m","335",9.93,0.4,"Yohan Blake","JAM",1989-12-26,"1rA","Kingston",2017-05-20,-117.9269481,33.7085616,FALSE,27.42
"100m","335",9.93,0.8,"Cameron Burrell","USA",1994-09-11,"1h2","Eugene",2017-06-07,-123.0867536,44.0520691,FALSE,22.75
